title,latitude,longitude,description
Edward G. Baker Monument,40.64214517,-74.07646533,
New Brighton War Memorial,40.64796283,-74.08320217,
Liotti-Ikefugi Plaque,40.63882558,-74.08411608,
Lt. Nick Lia Memorial,40.64324117,-74.07956233,
Major Clarence T. Barrett Memorial,40.64180758,-74.07582542,
Putnam Memorial,40.63676342,-74.13166967,
Sullivan's Attack,40.63744758,-74.13216367,
Port Authority World War II Honor Roll,40.62586925,-74.17615242,
Joseph Manna Memorial,40.62576783,-74.17660775,
Gill and Bloom Plaques,40.62600283,-74.17773458,
Frank S. Hackett Plaque,40.9014191,-73.90541559,
Westchester Square Memorial,40.84102392,-73.84307703,
Seat,40.84034798,-73.84283382,
Peace Plaza,40.8578895,-73.85630042,
Juan Pablo Duarte,40.72260244,-74.00545608,
Marie Sklodowska Curie,40.71275717,-74.00713625,
Declaration of Independence Plaque,40.71288242,-74.00693683,
Liberty Flagstaff,40.713103,-74.00664975,
Provost Prison,40.71266783,-74.00540958,
Subway Tablet - Underground Railway,40.712505,-74.00617975,
Lieutenant Colonel Issac Barré Memorial,40.71308475,-74.00633125,
Debs Myers,40.71243842,-74.00733108,
Freedom Tree Marker,40.71269,-74.00742117,
Commons Plaque,40.71326617,-74.00684742,
Crime Victims Memorial,40.71286383,-74.00553042,
Nathan Hale,40.71236283,-74.0063365,
City Hall Park Fountain,40.71216251,-74.00714965,
Triumph of the Human Spirit,40.71443479,-74.00289504,
Foley Square Medallions,40.71465816,-74.00298767,
Filter House Ornaments,40.719948,-73.98136856,
Bill Brown Post Memorial,40.58867269,-73.94703013,
Holocaust Memorial Mall,40.58250326,-73.9536965,
Peace,40.67921741,-73.92601502,
Robert Fulton,40.67975593,-73.93287734,
Cuvillier Flagstaff,40.80084701,-73.93061409,
Christopher Columbus,40.85324819,-73.8893158,
Michael J. Leonard Memorial,40.59874258,-74.08153483,
Verrazano-Narrows Bridge Monument,40.600433,-74.06454908,
Pvt. Frederick Staats Memorial,40.59924433,-74.07229892,
Kaltenmeier Plaque,40.61486108,-74.06858625,
Corporal George J. Wellbrock Memorial,40.67886989,-73.83356846,
College Point War Memorial,40.78322894,-73.84165126,
Conrad Poppenhusen,40.78784746,-73.84582283,
"Artigas, General Jose Gervasio",40.72466667,-74.00468167,
Fort Independence Park Tablets,40.88135818,-73.89630184,
Fiorello H. LaGuardia,40.71238989,-73.98770302,
Lower East Side War Memorial,40.71419761,-73.99004918,
Sullivan Memorial Fountain,40.72025897,-73.99385694,
Gravesend Veterans Memorial,40.59673295,-73.97447923,
Captain Malcom A. Rafferty Memorial,40.74789944,-73.94290233,
"John Vincent Daniels, Jr. Plaque",40.74414995,-73.91307238,
George F. Tornsey Plaque,40.74724793,-73.9220851,
Sunnyside Memorial,40.74281972,-73.91570284,
Woodside Doughboy,40.74626558,-73.90875761,
Carroll Park War Memorial,40.68104945,-73.9953501,
George Washington at Valley Forge,40.71048706,-73.96049851,
Harold W. Cohn Memorial,40.7074055,-73.96457399,
Lithuanian Flyers Memorial,40.70890233,-73.95093717,
Bushwick War Memorial,40.71484374,-73.94236814,
Fidelity Park World War Memorial,40.72189801,-73.94176066,
Father Giorgio Memorial,40.7162671,-73.94985186,
Reverend Benjamin J. Lowry,40.68078803,-73.96450374,
Alben Square Flagstaff,40.63937404,-73.99457101,
Linden Heights War Memorial,40.64226684,-73.9946085,
City Island World War Memorial,40.84658078,-73.78658073,
Bigger Bird,40.74686779,-73.9482195,
Little Dances,40.7574852,-73.86138318,
Max Wernik Tablet,40.70715229,-73.82707733,
Reverend Matthew J. Crosson Tablet,40.74312345,-73.89586058,
Soldiers and Sailors Monument,40.71167596,-73.78854348,
Wingdale,40.71189106,-73.78898633,
Jamaica Estates Memorial,40.71332735,-73.78249618,
Dennis P. Gorman Tablet,40.76190155,-73.88413203,
Frank J. McManus Memorial,40.76865939,-73.88856745,
Port Authority Employees September 11 Memorial,40.76738024,-73.88822801,
Rockaway Veterans Memorial,40.5857083,-73.81685181,
Rockaway Women Veterans Monument,40.58592254,-73.81698511,
Church Square Monument,40.82988782,-73.85032005,
Bronx Local Board #2 World War Memorial,40.81150108,-73.92667571,
Private David W. Gentle Memorial Flagstaff,40.81178033,-73.92636352,
Spanish War Memorial,40.81051418,-73.92771191,
Puerto Rican Sun,40.81526455,-73.89844174,
Corporal Walter J. Fufidio Flagstaff,40.81358532,-73.8912754,
Clason Point World War I Memorial,40.81347302,-73.85808495,
Duke Ellington Memorial,40.79690862,-73.9493465,
Wilbur E. Colyer Square,40.67492034,-73.80560367,
Clinton War Memorial,40.767517,-73.99393026,
Marine Heroes Tablet,40.79360378,-73.97759833,
Soldiers and Sailors Monument,40.79208117,-73.97892314,
Overlook,40.79099061,-73.97985741,
Riverside Drive Extension,40.79106965,-73.97999169,
American Mrmorial to Six Million Jews of Europe,40.78799229,-73.98225563,
Grand Street War Boys Tablet,40.77734835,-73.98233544,
Fort Hamilton Cannon,40.61157641,-74.03448698,
Dover Patrol Monument,40.61142878,-74.03414603,
Fort Hamilton D.A.R. Tablet,40.61158383,-74.03402257,
John Paul Jones Flagstaff,40.61132244,-74.03394654,
Giuseppe Verdi,40.77921456,-73.98148873,
John Ericsson Statue,40.70419617,-74.01625758,
Battery Park Cannon,40.70236867,-74.01421392,
The Sphere & Eternal  Flame,40.70412664,-74.01523305,
Netherland Memorial,40.70435408,-74.0147607,
Fort George Memorial Tablet,40.70380944,-74.01457182,
Bowling Green Marker,40.70497983,-74.01363583,
Bowling Green Fountain,40.70503525,-74.01354908,
George T. Delacorte Memorial Plaque,40.70488925,-74.01399767,
Bowling Green Fence Plaque,40.70466167,-74.01399892,
Francis Makemie,40.70516178,-74.01365535,
Charging Bull,40.70556984,-74.01344378,
Middle Village War Memorial,40.71446175,-73.87726475,
Duane Park Flagstaff,40.71729525,-74.009244,
Duane Park Plaques,40.71765633,-74.00870883,
Morris Park World War Memorial,40.69389785,-73.82768857,
Broad Channel American Legion Flagstaff,40.60120416,-73.82004394,
Billopp House Landmarks Tablet,40.50319983,-74.25348742,
Conference House National Historic Landmark Tablet,40.503038,-74.25349092,
Conference House D.A.R. Tablet,40.50306442,-74.25345483,
Captain Roald Amundsen Plaque,40.5646545,-74.13097092,
Van Nest Memorial,40.84299004,-73.8655251,
Freedom Square Memorial,40.69724589,-73.9318316,
Brookland Ferry Landing,40.70321838,-73.99493767,
Fort Sterling Tablet,40.69847605,-73.99646216,
Thunderbird,40.69988902,-73.99594706,
Gerald MacDonald,40.72196052,-73.84602761,
Metropolitan Pool Tablet,40.71516059,-73.96036341,
Greenpoint World War II Memorial,40.71425453,-73.95190653,
Mt. Carmel,40.71587328,-73.95167231,
P.O. George Scheu Tablet,40.76409489,-73.80959776,
Corporal William Leonard Square Tablet,40.76409315,-73.80959502,
Weeping Beech Tree Landmark Plaque,40.76361994,-73.82383253,
Whiting Square Memorial,40.68763649,-73.85834605,
Glendale War Memorial,40.70184769,-73.88087199,
J. Wesley Drumm Tablet,40.69924908,-73.888235,
Frank C. Prokop Memorial,40.70323173,-73.89532143,
Hollis World War Memorial,40.71680819,-73.76922826,
Commander Eugene S. Sarsfield Flagstaff,40.62033124,-73.93725743,
Father Kehoe Square,40.62044183,-73.93681995,
Sixty-First District Memorial,40.65093717,-73.9767895,
Winfield Memorial,40.73969911,-73.89959064,
Egbert Memorial,40.62514367,-74.14431642,
Woodlawn Heights War Memorial,40.89913199,-73.87308699,
Maspeth Memorial,40.72835839,-73.89087814,
Frank Frontera Park Tablet,40.72460528,-73.89518399,
William J. Gaynor Memorial,40.69953253,-73.99051087,
Macombs Dam Park Fountain,40.83024036,-73.92898344,
Harlem Hybrid,40.81127551,-73.95430173,
Private Michael J. Lynch Flagstaff,40.73742224,-74.00546553,
Abingdon Square Doughboy,40.73721956,-74.00548844,
"Ellsworth, Ephraim Elmer Flagstaff",40.73371322,-74.00179233,
Gay Liberation,40.73358515,-74.0024023,
General Philip Henry Sheridan,40.73367778,-74.00218044,
"Mccarthy, Bernard WWII Memorial",40.73521501,-74.00172827,
"Hayunga, Dr. George A.",40.73522576,-74.00172208,
Jackson Square Fountain,40.73890256,-74.00287967,
The Family,40.73603553,-74.00525458,
Sheridan Square Viewing Garden Plaque,40.73313642,-74.00230328,
Dr. Gertrude B. Kelly,40.74165217,-74.00203025,
Thomas F. Smith,40.74872833,-74.00734,
Ridgewood Memorial,40.70020333,-73.90661219,
Bushwick-Ridgewood War Memorial,40.69872577,-73.91790715,
Heisser Park Tree Markers,40.69870565,-73.91794085,
Hippopotamus Fountain,40.79305816,-73.97821641,
Untitled,40.79301374,-73.97817518,
Comfort Station Tablet,40.81499467,-73.96224389,
Fort Tryon Park Playground Tablet,40.85884422,-73.93405456,
Bronx Victory Memorial,40.87109513,-73.88107701,
Flushing World War Memorial,40.77208995,-73.81658312,
Heinrich Heine Fountain,40.82749404,-73.92318836,
Peter Stuyvesant,40.73393625,-73.98434458,
Stuyvesant Park Fountains,40.73382025,-73.98433067,
Stuyvesant Park Fountains,40.73348758,-73.98359825,
Antonin Dvorak,40.73382817,-73.98286717,
East 23rd St Bath House Landmark Plaque,40.73627969,-73.97588017,
East 23rd St Bath House Fountain,40.73629784,-73.97590402,
Abraham Lincoln,40.73621375,-73.990117,
Union Square Drinking Fountain,40.73610233,-73.99074733,
Independence Flagstaff,40.73592195,-73.99030175,
George Washington,40.73536946,-73.99070273,
Union Square Fountain,40.73535023,-73.99126563,
Mohandas Karamchand Gandhi,40.73554508,-73.99132148,
Marquis de Lafayette,40.73568304,-73.98998602,
"Osborn, William Church Gates",40.78096578,-73.96182467,
Washington Heights Memorial Honor Grove,40.84730033,-73.93098889,
Roosevelt Island Lighthouse,40.77283205,-73.94019238,
Star of Hope,40.7412544,-73.98847846,
James Madison Tree Marker,40.74206083,-73.98751521,
Eternal Light Flagstaff,40.74204992,-73.988741,
New York Life Insurance Company War Memorial,40.74238875,-73.98700408,
Freedom Tree Marker,40.74213683,-73.98879658,
Chester Alan Arthur,40.74273808,-73.98711517,
Metropolitan Life Insurance Company Memorial,40.74186375,-73.987484,
Australian Tree Marker,40.74226267,-73.98873083,
Madison Square Fountain,40.7417222,-73.98829722,
Roscoe Conkling,40.74123024,-73.98820248,
William Henry Seward,40.74149096,-73.98884241,
Admiral David Glasgow Farragut,40.74275656,-73.98766412,
"Minerva, the Bellringers & Owls",40.75039102,-73.98758908,
Jerry McAuley Drinking Fountain,40.74882349,-73.98823242,
Horace Greeley,40.74856754,-73.98835822,
Wendell L. Willkie,40.75278388,-73.98300615,
Truth,40.75320397,-73.98166136,
Lions,40.75304362,-73.98150187,
Lions,40.75279884,-73.98167856,
Gertrude Stein,40.75334936,-73.98317311,
Andrew Heiskell Plaza,40.75456321,-73.98400125,
Beauty,40.75280105,-73.9819606,
Croton Aqueduct Descriptive Tablet,40.75312611,-73.98206169,
Jose Bonifacio de Andrada e Silva,40.7537815,-73.9847972,
William Cullen Bryant,40.75343022,-73.98278548,
William Earl Dodge,40.7541086,-73.98328167,
Johann Wolfgang von Goethe,40.753381,-73.98373493,
Josephine Shaw Lowell Fountain,40.75399104,-73.9841154,
General William Jenkins Worth Monument,40.7427445,-73.98896926,
William L. Kavanagh Memorial Gate Post,40.74953411,-73.99937241,
Chelsea Park World War Memorial,40.74951583,-73.999569,
Frank J. Goodwin Memorial Gate Post,40.74955794,-73.99935048,
Frank L. Dowling Memorial Gate Post,40.74929342,-73.99957296,
Chelsea Memorial Gate Post,40.74926721,-73.99959802,
Skagerrak,40.74028053,-73.97771421,
World War Flagstaff,40.74516734,-73.97379204,
Murray Hill War Memorial,40.74503548,-73.97321729,
Fort Number Four Tablet,40.87381559,-73.89873185,
Francis Lewis Plaque,40.79686806,-73.82514781,
Jackie Robinson,40.8246618,-73.94208474,
King Mansion Plaque,40.70297095,-73.80374926,
Upland Park Memorial,40.71131488,-73.79855363,
Captain George H. Tilly Stele,40.71122112,-73.79881084,
Captain George H. Tilly Spanish American War Tablet,40.71122995,-73.79878849,
Hillcrest Veterans Square Memorial,40.7212549,-73.80549198,
"Louis Valentino, Jr. Memorial",40.67838175,-74.01805636,
Soldiers Monument,40.73089517,-73.92979534,
Shelter Pavilion Plaque,40.72444833,-73.94318433,
Greenpoint War Memorial,40.7244384,-73.94345526,
Shelter Pavilion,40.72447073,-73.94321562,
Monitor Memorial,40.72448819,-73.94280487,
Schmul Memorial,40.59036258,-74.188346,
Confucius,40.71420777,-73.99711156,
Henry Hudson Memorial Column,40.88235108,-73.91835628,
Thomas Garrigue Masaryk,40.72658079,-73.9829207,
General Milan R. Stefanik,40.72658667,-73.98290508,
Samuel Sullivan Cox,40.72600008,-73.98324334,
East Side Post - 868-A.L. Flagstaff,40.72670879,-73.98147129,
Ukrainian American Flagstaff,40.72671422,-73.98150328,
Slocum Disaster Memorial,40.72691093,-73.98138483,
Temperance Fountain,40.72663983,-73.98217413,
Ukrainian American Flagstaff,40.729934,-73.98689342,
3000 A.D.,40.84716984,-73.94203632,
Leiv Eiriksson Stone and Plaque,40.63664683,-74.02131033,
The Henry Neufeld Playground Plaque,40.78353258,-73.98465833,
Haym Solomon Memorial,40.72588226,-73.82113494,
Theodor Herzl Memorial,40.72361409,-73.82040902,
Anna Atkins Heckscher,40.76861683,-73.97710692,
Wall Street Fountain,40.70453926,-74.00639704,
Cunningham Park Tennis Building Plaque,40.72947704,-73.77311992,
Large Coqui,40.72195924,-73.9862105,
Aristotle,40.76768064,-73.92258897,
Tree of Hope III Marker,40.81290709,-73.94545715,
Justen Ladda Allen Street Malls Project,40.71847573,-73.99076275,
The Immigrants,40.70299407,-74.01662046,
Imagine,40.77565723,-73.97589069,
Benito Juarez,40.75441417,-73.98425214,
Crack Is Wack,40.80472185,-73.9318393,
369th Infantry Regiment Memorial,40.81706866,-73.93447041,
Coenties Ship,40.70339158,-74.01048517,
Greensward Plan,40.76759778,-73.97135462,
Harriet Tubman,40.80819241,-73.95278348,
Clara Coffey Plaque,40.75515405,-73.96219344,
Riverside Civil War Cannons,40.79196072,-73.97916758,
Firemen's Memorial Luminaire,40.77837322,-73.98198838,
Voice 1,40.81992999,-73.9602625,
Voice 2,40.81929703,-73.96084138,
Voice 4,40.81846299,-73.96156745,
Barrier Signs,40.81894704,-73.96116516,
Korean War Memorial,40.7485538,-73.80955927,
Matthew J. Buono,40.61629899,-74.06359248,
Montbellier Park Plaque,40.67382507,-73.75638917,
